S,mean_acc_[M0],current_acc_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
31749,0.605703,0.300000,97.191414,89.476733,186.668147,336.098633
31759,0.605701,0.600000,97.225469,89.505702,186.731170,336.098633
31769,0.605699,0.600000,97.258363,89.538368,186.796731,336.098633
31779,0.605729,0.700000,97.287859,89.566156,186.854014,336.098633
31789,0.605695,0.500000,97.323080,89.597459,186.920538,338.208008
31799,0.605631,0.400000,97.354623,89.628990,186.983613,336.098633
31809,0.605566,0.400000,97.385309,89.657134,187.042443,336.098633
31819,0.605627,0.800000,97.416743,89.684720,187.101463,336.098633
31829,0.605720,0.900000,97.451686,89.717057,187.168743,336.098633
31839,0.605781,0.800000,97.487527,89.750008,187.237535,336.098633
31849,0.605685,0.300000,97.524377,89.780670,187.305047,336.098633
31859,0.605651,0.500000,97.557782,89.811658,187.369440,336.098633
31869,0.605650,0.600000,97.595731,89.848417,187.444147,336.098633
31879,0.605585,0.400000,97.628992,89.880769,187.509761,336.098633
31889,0.605552,0.500000,97.663692,89.910784,187.574477,336.098633
31899,0.605456,0.300000,97.700718,89.945124,187.645842,336.098633
31909,0.605455,0.600000,97.736606,89.977990,187.714596,336.098633
31919,0.605421,0.500000,97.773797,90.011841,187.785638,338.208008
31929,0.605357,0.400000,97.808643,90.045365,187.854008,336.098633
31939,0.605293,0.400000,97.852352,90.086776,187.939128,336.356445
31949,0.605322,0.700000,97.895549,90.124871,188.020420,336.356445
31959,0.605290,0.500000,97.933483,90.160290,188.093773,336.098633
31969,0.605319,0.700000,97.973092,90.196693,188.169785,336.098633
31979,0.605255,0.400000,98.010879,90.228121,188.239001,338.208008
31989,0.605285,0.700000,98.042544,90.258598,188.301142,336.098633
31999,0.605314,0.700000,98.074854,90.290307,188.365161,336.098633
32009,0.605375,0.800000,98.110564,90.322605,188.433168,336.098633
32019,0.605280,0.300000,98.149040,90.360288,188.509328,336.098633
32029,0.605340,0.800000,98.185061,90.393885,188.578946,336.098633
32039,0.605339,0.600000,98.218263,90.426483,188.644747,336.098633
32049,0.605337,0.600000,98.250521,90.455402,188.705922,338.208008
32059,0.605367,0.700000,98.286572,90.489583,188.776155,336.098633
32069,0.605396,0.700000,98.326401,90.525783,188.852184,336.098633
32079,0.605332,0.400000,98.366547,90.559028,188.925575,336.098633
32089,0.605268,0.400000,98.398153,90.591924,188.990077,336.098633
32099,0.605298,0.700000,98.430352,90.621154,189.051506,336.098633
32109,0.605202,0.300000,98.465018,90.653947,189.118965,338.208008
32119,0.605170,0.500000,98.495857,90.684546,189.180403,336.098633
32129,0.605137,0.500000,98.531109,90.718381,189.249490,336.098633
32139,0.605135,0.600000,98.568686,90.749851,189.318537,336.098633
32149,0.605040,0.300000,98.599443,90.779577,189.379019,336.098633
32159,0.604977,0.400000,98.637853,90.816073,189.453926,336.098633
32169,0.604944,0.500000,98.679820,90.854486,189.534306,336.098633
32179,0.604911,0.500000,98.709639,90.883550,189.593189,336.098633
32189,0.605034,1.000000,98.745755,90.917857,189.663612,336.098633
32199,0.605033,0.600000,98.777622,90.947218,189.724840,336.098633
32209,0.605000,0.500000,98.817576,90.983972,189.801549,336.098633
32219,0.604936,0.400000,98.851137,91.015251,189.866387,336.098633
32229,0.604904,0.500000,98.876689,91.039771,189.916460,336.098633
32239,0.604840,0.400000,98.903725,91.063556,189.967281,338.208008
32249,0.604808,0.500000,98.930671,91.088769,190.019441,336.098633
32259,0.604775,0.500000,98.966803,91.118990,190.085792,336.098633
32269,0.604805,0.700000,99.005482,91.153991,190.159473,336.098633
32279,0.604772,0.500000,99.041142,91.187534,190.228677,336.098633
32289,0.604771,0.600000,99.077139,91.220551,190.297691,336.098633
32299,0.604769,0.600000,99.119260,91.258381,190.377641,338.208008
32309,0.604737,0.500000,99.151229,91.289027,190.440256,336.098633
32319,0.604704,0.500000,99.190283,91.324750,190.515033,336.098633
32329,0.604703,0.600000,99.225511,91.356447,190.581958,336.098633
32339,0.604640,0.400000,99.260620,91.388177,190.648797,336.098633
32349,0.604638,0.600000,99.295326,91.421091,190.716417,336.098633
32359,0.604699,0.800000,99.333370,91.456585,190.789955,336.098633
32369,0.604728,0.700000,99.368293,91.486792,190.855086,338.208008
32379,0.604757,0.700000,99.398707,91.514925,190.913632,336.098633
32389,0.604663,0.300000,99.432996,91.548578,190.981574,336.098633
32399,0.604631,0.500000,99.479818,91.590362,191.070180,336.098633
32409,0.604691,0.800000,99.519164,91.626061,191.145226,336.098633
32419,0.604597,0.300000,99.556015,91.659176,191.215191,336.098633
32429,0.604658,0.800000,99.592355,91.691672,191.284028,338.208008
32439,0.604718,0.800000,99.628499,91.725342,191.353841,336.098633
32449,0.604716,0.600000,99.665852,91.759019,191.424870,336.098633
32459,0.604653,0.400000,99.703587,91.790700,191.494288,336.098633
32469,0.604683,0.700000,99.741095,91.825655,191.566750,336.098633
32479,0.604681,0.600000,99.773366,91.856248,191.629614,336.098633
32489,0.604618,0.400000,99.807448,91.885515,191.692963,336.098633
32499,0.604555,0.400000,99.840368,91.915751,191.756120,336.098633
32509,0.604615,0.800000,99.878110,91.949700,191.827809,336.098633
32519,0.604614,0.600000,99.916162,91.985834,191.901997,336.098633
32529,0.604582,0.500000,99.954219,92.017095,191.971314,336.098633
32539,0.604580,0.600000,99.986877,92.048002,192.034879,336.098633
32549,0.604579,0.600000,100.018987,92.079317,192.098304,336.098633
32559,0.604578,0.600000,100.053724,92.110755,192.164479,338.208008
32569,0.604576,0.600000,100.090333,92.145336,192.235669,336.098633
32579,0.604513,0.400000,100.126121,92.176576,192.302697,336.098633
32589,0.604420,0.300000,100.170838,92.213442,192.384280,336.098633
32599,0.604511,0.900000,100.203221,92.244319,192.447540,336.098633
32609,0.604571,0.800000,100.239034,92.277048,192.516082,336.098633
32619,0.604538,0.500000,100.279756,92.312321,192.592077,338.208008
32629,0.604506,0.500000,100.316026,92.346687,192.662713,336.098633
32639,0.604505,0.600000,100.346836,92.375220,192.722056,336.098633
32649,0.604534,0.700000,100.386668,92.410538,192.797206,336.098633
32659,0.604533,0.600000,100.422862,92.446510,192.869372,336.098633
32669,0.604470,0.400000,100.458619,92.478857,192.937476,336.098633
32679,0.604561,0.900000,100.490322,92.508357,192.998679,336.098633
32689,0.604559,0.600000,100.527515,92.540112,193.067627,338.208008
32699,0.604558,0.600000,100.558745,92.568376,193.127121,336.098633
32709,0.604557,0.600000,100.597528,92.604176,193.201704,336.098633
32719,0.604555,0.600000,100.632731,92.635175,193.267906,336.098633
32729,0.604676,1.000000,100.669378,92.672021,193.341398,336.098633
32739,0.604675,0.600000,100.709108,92.705807,193.414915,336.098633
32749,0.604673,0.600000,100.749580,92.736824,193.486404,338.208008
32759,0.604702,0.700000,100.787851,92.768883,193.556734,336.098633
32769,0.604670,0.500000,100.825036,92.802663,193.627699,336.323242
32779,0.604638,0.500000,100.867035,92.839540,193.706575,336.184570
32789,0.604606,0.500000,100.894876,92.864725,193.759601,336.184570
32799,0.604605,0.600000,100.920697,92.888741,193.809438,336.184570
32809,0.604512,0.300000,100.953819,92.919556,193.873375,336.184570
32819,0.604541,0.700000,100.985969,92.950653,193.936622,336.184570
32829,0.604570,0.700000,101.033135,92.993688,194.026823,336.372070
32839,0.604569,0.600000,101.064013,93.024213,194.088225,336.372070
32849,0.604568,0.600000,101.094816,93.051406,194.146222,336.184570
32859,0.604475,0.300000,101.123299,93.078247,194.201546,336.184570
32869,0.604413,0.400000,101.160442,93.110818,194.271260,336.184570
32879,0.604442,0.700000,101.199873,93.145524,194.345396,338.293945
32889,0.604440,0.600000,101.233818,93.178839,194.412657,336.184570
32899,0.604409,0.500000,101.267037,93.209589,194.476627,336.184570
32909,0.604377,0.500000,101.301148,93.238656,194.539805,336.184570
32919,0.604467,0.900000,101.336004,93.272192,194.608197,336.184570
32929,0.604526,0.800000,101.366307,93.301496,194.667804,336.184570
32939,0.604494,0.500000,101.400739,93.333043,194.733782,338.293945
32949,0.604493,0.600000,101.434563,93.364374,194.798938,336.184570
32959,0.604431,0.400000,101.465455,93.393644,194.859099,336.184570
32969,0.604490,0.800000,101.508427,93.432399,194.940826,336.184570
32979,0.604519,0.700000,101.544326,93.466185,195.010511,336.184570
32989,0.604427,0.300000,101.580943,93.499893,195.080836,336.184570
32999,0.604456,0.700000,101.612109,93.529794,195.141903,336.184570
33009,0.604424,0.500000,101.650052,93.564690,195.214741,338.293945
33019,0.604362,0.400000,101.688314,93.602936,195.291250,336.184570
33029,0.604361,0.600000,101.721888,93.632804,195.354691,336.184570
33039,0.604360,0.600000,101.760171,93.666139,195.426310,336.184570
33049,0.604328,0.500000,101.793258,93.696293,195.489551,336.184570
33059,0.604357,0.700000,101.822556,93.723617,195.546174,336.184570
33069,0.604325,0.500000,101.857875,93.754934,195.612809,338.293945
33079,0.604445,1.000000,101.889208,93.784484,195.673692,336.184570
33089,0.604534,0.900000,101.922759,93.815067,195.737826,336.184570
33099,0.604503,0.500000,101.961541,93.850456,195.811997,336.184570
33109,0.604532,0.700000,101.997662,93.884422,195.882084,336.184570
33119,0.604530,0.600000,102.034192,93.918882,195.953074,336.184570
33129,0.604529,0.600000,102.071639,93.950379,196.022019,336.184570
33139,0.604588,0.800000,102.106828,93.984198,196.091025,336.184570
33149,0.604526,0.400000,102.148022,94.024127,196.172149,336.184570
33159,0.604525,0.600000,102.179991,94.054625,196.234616,336.184570
33169,0.604403,0.200000,102.212756,94.083258,196.296014,336.184570
33179,0.604341,0.400000,102.249423,94.116301,196.365724,336.184570
33189,0.604430,0.900000,102.286280,94.150169,196.436449,336.184570
33199,0.604519,0.900000,102.321914,94.180747,196.502661,338.293945
33209,0.604428,0.300000,102.361961,94.216586,196.578547,336.184570
33219,0.604336,0.300000,102.392161,94.245709,196.637869,336.184570
33229,0.604305,0.500000,102.428177,94.280161,196.708338,336.184570
33239,0.604273,0.500000,102.464760,94.311770,196.776530,336.184570
33249,0.604272,0.600000,102.500326,94.344538,196.844864,336.184570
33259,0.604271,0.600000,102.535814,94.373864,196.909678,338.293945
33269,0.604269,0.600000,102.578163,94.415016,196.993179,336.184570
33279,0.604268,0.600000,102.616858,94.451339,197.068196,336.184570
33289,0.604207,0.400000,102.654967,94.485285,197.140252,336.184570
33299,0.604205,0.600000,102.695694,94.523947,197.219641,336.184570
33309,0.604234,0.700000,102.731461,94.558350,197.289811,336.184570
33319,0.604203,0.500000,102.766853,94.587771,197.354624,336.184570
33329,0.604112,0.300000,102.804752,94.618901,197.423654,338.293945
33339,0.604050,0.400000,102.844676,94.659144,197.503820,336.184570
33349,0.604049,0.600000,102.878686,94.689870,197.568556,336.184570
33359,0.604078,0.700000,102.919968,94.724991,197.644959,336.184570
33369,0.604047,0.500000,102.952208,94.754116,197.706324,336.184570
33379,0.604016,0.500000,102.982151,94.782824,197.764975,336.184570
33389,0.604074,0.800000,103.019191,94.813658,197.832849,338.293945
33399,0.604133,0.800000,103.055180,94.847925,197.903106,336.184570
33409,0.604132,0.600000,103.080420,94.872112,197.952532,336.184570
33419,0.604101,0.500000,103.113421,94.899346,198.012766,336.184570
33429,0.604010,0.300000,103.145488,94.927945,198.073432,336.184570
33439,0.604038,0.700000,103.178827,94.960154,198.138982,336.184570
33449,0.604097,0.800000,103.213785,94.992082,198.205867,336.184570
33459,0.604006,0.300000,103.254707,95.032101,198.286808,336.184570
33469,0.603975,0.500000,103.286598,95.061974,198.348573,336.184570
33479,0.603884,0.300000,103.328272,95.101164,198.429436,336.184570
33489,0.603943,0.800000,103.361002,95.129666,198.490667,336.184570
33499,0.603971,0.700000,103.397266,95.162763,198.560029,336.184570
33509,0.603940,0.500000,103.435001,95.200338,198.635339,336.184570
33519,0.603879,0.400000,103.470698,95.232368,198.703066,338.293945
33529,0.603878,0.600000,103.503607,95.267118,198.770725,336.184570
33539,0.603907,0.700000,103.538837,95.299058,198.837895,336.184570
33549,0.603876,0.500000,103.575385,95.331784,198.907169,336.184570
33559,0.603875,0.600000,103.613970,95.366926,198.980896,336.184570
33569,0.603874,0.600000,103.649929,95.401270,199.051199,336.184570
33579,0.603843,0.500000,103.685351,95.432322,199.117673,338.293945
33589,0.603782,0.400000,103.719453,95.463927,199.183381,336.184570
33599,0.603781,0.600000,103.758458,95.502957,199.261415,336.184570
33609,0.603780,0.600000,103.799283,95.540274,199.339556,336.184570
33619,0.603868,0.900000,103.832535,95.570852,199.403387,336.184570
33629,0.603926,0.800000,103.863803,95.600700,199.464503,336.184570
33639,0.603925,0.600000,103.898624,95.631024,199.529648,336.184570
33649,0.603924,0.600000,103.934849,95.663137,199.597986,338.293945
33659,0.603923,0.600000,103.963111,95.689448,199.652560,336.184570
33669,0.603951,0.700000,103.997276,95.721241,199.718517,336.184570
33679,0.604069,1.000000,104.028188,95.748297,199.776485,336.184570
33689,0.604068,0.600000,104.057238,95.775652,199.832890,336.184570
33699,0.603948,0.200000,104.094046,95.811447,199.905493,336.184570
33709,0.603947,0.600000,104.131513,95.845669,199.977182,338.293945
33719,0.603945,0.600000,104.178839,95.888788,200.067627,336.372070
33729,0.603885,0.400000,104.228672,95.936826,200.165498,336.372070
33739,0.603884,0.600000,104.259649,95.963947,200.223595,336.184570
33749,0.603853,0.500000,104.294496,95.995520,200.290016,336.184570
33759,0.603881,0.700000,104.335475,96.032841,200.368317,336.184570
33769,0.603910,0.700000,104.378518,96.069550,200.448068,336.184570
33779,0.603850,0.400000,104.408228,96.099208,200.507437,336.184570
33789,0.603760,0.300000,104.437482,96.125983,200.563465,336.184570
33799,0.603670,0.300000,104.472573,96.161107,200.633679,336.184570
33809,0.603698,0.700000,104.509935,96.192265,200.702199,336.184570
33819,0.603668,0.500000,104.539609,96.220846,200.760455,336.184570
33829,0.603637,0.500000,104.571090,96.251075,200.822165,336.184570
33839,0.603547,0.300000,104.604001,96.280638,200.884639,338.293945
33849,0.603546,0.600000,104.633536,96.307742,200.941278,336.184570
33859,0.603634,0.900000,104.674830,96.347371,201.022201,336.184570
33869,0.603603,0.500000,104.714488,96.385275,201.099764,336.184570
33879,0.603661,0.800000,104.744405,96.412661,201.157066,336.184570
33889,0.603660,0.600000,104.777884,96.443240,201.221124,336.184570
33899,0.603688,0.700000,104.808045,96.469678,201.277724,338.293945
33909,0.603687,0.600000,104.836179,96.496358,201.332538,336.184570
33919,0.603686,0.600000,104.870675,96.529079,201.399753,336.184570
33929,0.603744,0.800000,104.913554,96.567363,201.480917,336.184570
33939,0.603802,0.800000,104.944650,96.596600,201.541249,336.184570
33949,0.603860,0.800000,104.984302,96.633712,201.618014,336.184570
33959,0.603918,0.800000,105.012659,96.660334,201.672993,336.184570
33969,0.603828,0.300000,105.043013,96.686867,201.729879,338.293945
33979,0.603709,0.200000,105.071721,96.713587,201.785308,336.184570
33989,0.603737,0.700000,105.100111,96.740281,201.840392,336.184570
33999,0.603825,0.900000,105.137526,96.771989,201.909515,336.184570
34009,0.603765,0.400000,105.175289,96.807690,201.982979,336.184570
34019,0.603734,0.500000,105.204010,96.835079,202.039088,336.184570
34029,0.603704,0.500000,105.234735,96.861854,202.096589,338.293945
34039,0.603703,0.600000,105.267652,96.893379,202.161031,336.184570
34049,0.603702,0.600000,105.300074,96.923181,202.223255,336.184570
34059,0.603759,0.800000,105.333050,96.953819,202.286869,336.184570
34069,0.603699,0.400000,105.361431,96.980538,202.341969,336.184570
34079,0.603640,0.400000,105.389632,97.007050,202.396682,336.184570
34089,0.603697,0.800000,105.422971,97.037253,202.460225,336.184570
34099,0.603784,0.900000,105.452642,97.064285,202.516927,336.184570
34109,0.603695,0.300000,105.485610,97.092130,202.577740,336.184570
34119,0.603665,0.500000,105.519825,97.124369,202.644194,336.184570
34129,0.603634,0.500000,105.554842,97.153577,202.708420,336.184570
34139,0.603633,0.600000,105.585554,97.181110,202.766664,336.184570
34149,0.603720,0.900000,105.614927,97.207970,202.822897,336.184570
34159,0.603777,0.800000,105.653665,97.239488,202.893153,338.293945
34169,0.603747,0.500000,105.692172,97.274611,202.966783,336.184570
34179,0.603687,0.400000,105.732311,97.310777,203.043088,336.184570
34189,0.603716,0.700000,105.763534,97.338811,203.102345,336.184570
34199,0.603744,0.700000,105.796925,97.369960,203.166885,336.184570
34209,0.603801,0.800000,105.827316,97.398520,203.225836,336.184570
34219,0.603917,1.000000,105.874806,97.437755,203.312561,338.293945
34229,0.603887,0.500000,105.905084,97.466820,203.371904,336.184570
34239,0.603827,0.400000,105.942164,97.501301,203.443465,336.184570
34249,0.603884,0.800000,105.987886,97.539530,203.527416,336.184570
34259,0.603825,0.400000,106.017672,97.568606,203.586278,336.184570
34269,0.603853,0.700000,106.050175,97.598888,203.649063,336.184570
34279,0.603852,0.600000,106.078276,97.625591,203.703868,336.184570
34289,0.603938,0.900000,106.115982,97.658118,203.774100,338.293945
34299,0.603937,0.600000,106.150004,97.690792,203.840797,336.184570
34309,0.603848,0.300000,106.179302,97.719217,203.898519,336.184570
34319,0.603789,0.400000,106.212204,97.749127,203.961331,336.184570
34329,0.603875,0.900000,106.245378,97.780815,204.026193,336.184570
34339,0.603874,0.600000,106.273874,97.807433,204.081306,336.184570
34349,0.603960,0.900000,106.304286,97.834076,204.138361,338.293945
34359,0.603872,0.300000,106.343035,97.868679,204.211714,336.184570
34369,0.603871,0.600000,106.376327,97.898510,204.274838,336.184570
34379,0.603870,0.600000,106.412945,97.929601,204.342547,336.184570
34389,0.603869,0.600000,106.441573,97.956798,204.398371,336.184570
34399,0.603838,0.500000,106.481863,97.994551,204.476414,336.184570
34409,0.603837,0.600000,106.512932,98.021771,204.534703,336.184570
34419,0.603836,0.600000,106.541540,98.048738,204.590278,336.184570
34429,0.603806,0.500000,106.575933,98.081005,204.656937,336.184570
34439,0.603805,0.600000,106.604381,98.108045,204.712425,336.184570
34449,0.603775,0.500000,106.635050,98.134644,204.769695,336.184570
34459,0.603716,0.400000,106.679198,98.176377,204.855575,336.184570
34469,0.603772,0.800000,106.707806,98.203331,204.911137,336.184570
34479,0.603771,0.600000,106.746097,98.237066,204.983163,338.293945
34489,0.603886,1.000000,106.787822,98.275803,205.063625,336.184570
34499,0.603885,0.600000,106.816985,98.302958,205.119943,336.184570
34509,0.603884,0.600000,106.854717,98.334386,205.189102,336.184570
34519,0.603912,0.700000,106.883543,98.361297,205.244840,336.184570
34529,0.603969,0.800000,106.914178,98.391773,205.305951,336.184570
34539,0.603997,0.700000,106.946729,98.419879,205.366608,338.293945
34549,0.604053,0.800000,106.983456,98.453871,205.437327,336.184570
34559,0.603994,0.400000,107.016102,98.483817,205.499919,336.184570
34569,0.604022,0.700000,107.051667,98.512515,205.564182,336.184570
34579,0.604021,0.600000,107.092068,98.550464,205.642532,336.184570
34589,0.604020,0.600000,107.121331,98.577782,205.699113,336.184570
34599,0.604047,0.700000,107.154549,98.609416,205.763964,336.184570
34609,0.604075,0.700000,107.185380,98.637751,205.823132,338.458008
34619,0.604045,0.500000,107.213711,98.664255,205.877966,336.372070
34629,0.604102,0.800000,107.244476,98.693497,205.937973,336.184570
34639,0.604072,0.500000,107.271653,98.717595,205.989248,336.184570
34649,0.603926,0.100000,107.297757,98.741875,206.039632,336.184570
34659,0.603838,0.300000,107.324778,98.766885,206.091663,336.184570
34669,0.603837,0.600000,107.351793,98.790473,206.142266,338.293945
34679,0.603778,0.400000,107.377298,98.814340,206.191638,336.184570
34689,0.603749,0.500000,107.403412,98.839410,206.242821,336.184570
34699,0.603747,0.600000,107.430135,98.862931,206.293067,336.184570
34709,0.603718,0.500000,107.455087,98.886486,206.341573,336.184570
34719,0.603717,0.600000,107.481431,98.910386,206.391817,336.184570
34729,0.603658,0.400000,107.508611,98.933993,206.442604,336.184570
34739,0.603686,0.700000,107.533988,98.957637,206.491625,336.184570
34749,0.603627,0.400000,107.560414,98.981578,206.541993,336.184570
34759,0.603683,0.800000,107.585937,99.006169,206.592106,336.184570
34769,0.603682,0.600000,107.614173,99.030558,206.644731,336.184570
34779,0.603768,0.900000,107.639534,99.054289,206.693822,336.184570
34789,0.603767,0.600000,107.664656,99.078304,206.742961,336.184570
34799,0.603765,0.600000,107.691593,99.101919,206.793513,338.293945
34809,0.603736,0.500000,107.716834,99.125576,206.842411,336.184570
34819,0.603763,0.700000,107.742709,99.149110,206.891818,336.184570
34829,0.603791,0.700000,107.770461,99.172972,206.943433,336.184570
34839,0.603847,0.800000,107.795546,99.196507,206.992052,336.184570
34849,0.603932,0.900000,107.820670,99.220237,207.040907,336.184570
34859,0.603960,0.700000,107.847599,99.243747,207.091346,338.293945
34869,0.603930,0.500000,107.873442,99.267686,207.141128,336.184570
34879,0.603958,0.700000,107.899071,99.291854,207.190925,336.184570
34889,0.603985,0.700000,107.926266,99.315671,207.241937,336.184570
34899,0.603984,0.600000,107.951765,99.339859,207.291624,336.184570
34909,0.603983,0.600000,107.976987,99.363869,207.340856,336.184570
34919,0.603953,0.500000,108.002168,99.388128,207.390296,336.184570
34929,0.603981,0.700000,108.029483,99.411921,207.441404,338.293945
34939,0.604037,0.800000,108.054915,99.435835,207.490750,336.184570
34949,0.604035,0.600000,108.079804,99.459240,207.539043,336.184570
34959,0.604063,0.700000,108.107008,99.482758,207.589766,336.184570
34969,0.604119,0.800000,108.132180,99.506193,207.638373,336.184570
34979,0.604146,0.700000,108.157377,99.529945,207.687322,336.184570
34989,0.604088,0.400000,108.184171,99.553603,207.737774,338.293945
34999,0.604058,0.500000,108.209088,99.577212,207.786300,336.184570
35009,0.604086,0.700000,108.235113,99.601359,207.836472,336.184570
35019,0.604113,0.700000,108.262257,99.625244,207.887501,336.184570
35029,0.604140,0.700000,108.287357,99.649312,207.936669,336.184570
35039,0.604168,0.700000,108.312576,99.673041,207.985617,336.184570
35049,0.604252,0.900000,108.340178,99.696477,208.036656,336.184570
35059,0.604308,0.800000,108.365329,99.720091,208.085421,336.184570
35069,0.604307,0.600000,108.390910,99.743626,208.134536,336.184570
35079,0.604334,0.700000,108.416206,99.767567,208.183773,336.184570
35089,0.604276,0.400000,108.443179,99.791156,208.234335,336.184570
35099,0.604218,0.400000,108.468057,99.814840,208.282896,336.184570
35109,0.604188,0.500000,108.493165,99.838489,208.331654,336.184570
35119,0.604215,0.700000,108.520837,99.862820,208.383657,338.293945
35129,0.604243,0.700000,108.546611,99.887441,208.434053,336.184570
35139,0.604298,0.800000,108.571815,99.911136,208.482952,336.184570
35149,0.604326,0.700000,108.598910,99.935061,208.533971,336.184570
35159,0.604353,0.700000,108.623743,99.958314,208.582056,336.184570
35169,0.604380,0.700000,108.649118,99.981932,208.631051,336.184570
35179,0.604407,0.700000,108.676142,100.005946,208.682088,338.293945
35189,0.604377,0.500000,108.701422,100.029632,208.731054,336.184570
35199,0.604348,0.500000,108.726982,100.053280,208.780262,336.184570
35209,0.604347,0.600000,108.753809,100.076797,208.830605,336.184570
35219,0.604317,0.500000,108.779081,100.100808,208.879889,336.184570
35229,0.604344,0.700000,108.804622,100.124928,208.929550,336.184570
35239,0.604343,0.600000,108.829993,100.148730,208.978723,336.184570
35249,0.604342,0.600000,108.856883,100.172351,209.029234,338.293945
35259,0.604312,0.500000,108.882203,100.195839,209.078041,336.184570
35269,0.604368,0.800000,108.907506,100.219737,209.127242,336.184570
35279,0.604338,0.500000,108.934753,100.243502,209.178256,336.184570
35289,0.604393,0.800000,108.960093,100.267436,209.227529,336.184570
35299,0.604364,0.500000,108.984996,100.290928,209.275924,336.184570
35309,0.604334,0.500000,109.013158,100.316219,209.329377,338.293945
35319,0.604361,0.700000,109.038948,100.340163,209.379111,336.184570
35329,0.604360,0.600000,109.064034,100.363751,209.427785,336.184570
35339,0.604359,0.600000,109.090983,100.387402,209.478385,336.184570
35349,0.604329,0.500000,109.116406,100.411448,209.527853,336.184570
35359,0.604272,0.400000,109.141460,100.434937,209.576397,336.184570
35369,0.604327,0.800000,109.168759,100.458475,209.627233,336.184570
35379,0.604326,0.600000,109.194366,100.482168,209.676534,336.184570
35389,0.604409,0.900000,109.219590,100.505776,209.725366,336.184570
35399,0.604436,0.700000,109.244934,100.530007,209.774941,336.184570
35409,0.604435,0.600000,109.271918,100.553863,209.825781,336.184570
35419,0.604462,0.700000,109.297442,100.577989,209.875432,336.184570
35429,0.604545,0.900000,109.322396,100.601442,209.923839,336.184570
35439,0.604629,0.900000,109.349643,100.625127,209.974771,338.293945
35449,0.604656,0.700000,109.375323,100.649485,210.024807,336.184570
35459,0.604683,0.700000,109.402978,100.673298,210.076276,336.184570
35469,0.604653,0.500000,109.430149,100.697479,210.127629,336.184570
35479,0.604680,0.700000,109.455286,100.721878,210.177164,336.184570
35489,0.604763,0.900000,109.484050,100.748878,210.232929,336.372070
35499,0.604762,0.600000,109.520898,100.780249,210.301147,338.458008
35509,0.604817,0.800000,109.547810,100.805777,210.353587,336.184570
35519,0.604787,0.500000,109.576602,100.832565,210.409167,336.184570
35529,0.604786,0.600000,109.603823,100.856548,210.460371,336.184570
35539,0.604728,0.400000,109.629193,100.880378,210.509571,336.184570
35549,0.604783,0.800000,109.654774,100.904584,210.559357,336.184570
35559,0.604726,0.400000,109.680310,100.928852,210.609163,336.184570
35569,0.604809,0.900000,109.707879,100.952832,210.660711,338.293945
35579,0.604836,0.700000,109.733718,100.976958,210.710677,336.184570
35589,0.604918,0.900000,109.759196,101.000764,210.759960,336.184570
35599,0.604917,0.600000,109.786268,101.024564,210.810832,336.184570
35609,0.604944,0.700000,109.811784,101.048258,210.860042,336.184570
35619,0.604942,0.600000,109.837088,101.072202,210.909290,336.184570
35629,0.604997,0.800000,109.865502,101.096786,210.962289,338.293945
35639,0.604968,0.500000,109.893141,101.123058,211.016200,336.184570
35649,0.605022,0.800000,109.918431,101.147093,211.065524,336.184570
35659,0.605049,0.700000,109.945786,101.170897,211.116683,336.184570
35669,0.605020,0.500000,109.971108,101.195007,211.166115,336.184570
35679,0.605018,0.600000,109.996395,101.218653,211.215048,336.184570
35689,0.604989,0.500000,110.023781,101.242550,211.266332,336.184570
35699,0.605043,0.800000,110.049086,101.266378,211.315464,336.184570
35709,0.605126,0.900000,110.074718,101.290005,211.364723,336.184570
35719,0.605181,0.800000,110.099788,101.313677,211.413465,336.184570
35729,0.605263,0.900000,110.126622,101.337191,211.463813,336.184570
35739,0.605318,0.800000,110.152190,101.361416,211.513606,336.184570
35749,0.605344,0.700000,110.177953,101.386663,211.564615,336.184570
35759,0.605455,1.000000,110.205299,101.410363,211.615662,338.293945
35769,0.605537,0.900000,110.231159,101.434234,211.665392,336.184570
35779,0.605647,1.000000,110.256709,101.458076,211.714785,336.184570
35789,0.605702,0.800000,110.286235,101.483887,211.770122,336.184570
35799,0.605756,0.800000,110.311280,101.507367,211.818646,336.184570
35809,0.605838,0.900000,110.337311,101.531683,211.868994,336.184570
35819,0.605892,0.800000,110.364685,101.555568,211.920253,338.293945
35829,0.605974,0.900000,110.389879,101.579353,211.969232,336.184570
35839,0.606028,0.800000,110.415560,101.603421,212.018981,336.184570
35849,0.606110,0.900000,110.442576,101.627593,212.070169,336.184570
35859,0.606220,1.000000,110.468148,101.651564,212.119712,336.184570
35869,0.606274,0.800000,110.493701,101.676118,212.169819,336.184570
35879,0.606384,1.000000,110.519074,101.700035,212.219110,336.184570
35889,0.606438,0.800000,110.545985,101.723656,212.269641,338.293945
35899,0.606381,0.400000,110.571690,101.748543,212.320233,336.184570
35909,0.606435,0.800000,110.597079,101.772583,212.369662,336.184570
35919,0.606516,0.900000,110.624421,101.796598,212.421019,336.184570
35929,0.606542,0.700000,110.649840,101.820696,212.470536,336.184570
35939,0.606624,0.900000,110.675190,101.844514,212.519704,336.184570
35949,0.606706,0.900000,110.702334,101.868437,212.570771,338.293945
35959,0.606759,0.800000,110.727528,101.892465,212.619993,336.184570
